residence	address	registration	current_location 	company	birthdate	ssn	user_id	username	mail	name	blood_group	station_ID
	"Incrocio Silvio, 42
42026, Ciano D'Enza (RE)"	2021-02-23	(Decimal('75.943527'), Decimal('-55.495348'))	Cadorna, Stefanelli e Spanevello e figli	1943-12-22	BTGPNI24P23C760U	1150	bettina30	dionigipisani@tiscali.it	Nanni Torlonia-Necci	A-	83
	"Área Nascimento, 35
Flavio De Oliveira
72761052 Marques / MG"	14 Jul 2023	(Decimal('-23.860792'), Decimal('-78.786898'))	da Luz	1964-07-01	13209874514	897	leocastro	siqueirakevin@yahoo.com.br	Sophia Leão	O-	556
	"Heckerring 5/8
22663 Rochlitz"	2019-07-26	(Decimal('-48.981259'), Decimal('137.897649'))	Bender Blümel GbR	1984-05-08	010-15-1951	1045	antobaehr	katja98@hotmail.de	Kristine Hoffmann	B-	521
	"Dorit-Henck-Ring 3/9
33321 Lüneburg"	05 Dec 2021	(Decimal('36.7508045'), Decimal('-65.330470'))	Karz GmbH		198-11-6907	538	heimoseifert	sylkeheidrich@yahoo.de	Tomasz Zänker-Sorgatz	A+	558
	徳島県浦安市神明内23丁目8番18号 コーポ睦187	21 Jul 2023	(Decimal('-70.7001175'), Decimal('130.983826'))	合同会社石井保険	1942-03-09	216-64-7796	536	suzukishohei	hiroshi75@hotmail.com	山口 太一	AB-	689
	"9871 Davis Corner Apt. 798
Houstonhaven, NH 97651"	02 May 2024	(Decimal('66.5049325'), Decimal('-96.766691'))	Manning, Mullins and Ruiz	2021-11-24	876-60-9151	716	silvatracy	myerspamela@hotmail.com	Daniel Mejia	A-	172
	"Strada Pepe, 7
30020, Bagnara (VE)"	2024-05-25	(Decimal('-31.531326'), Decimal('108.242708'))	Ruggieri SPA	2012-04-04	DNRGCH65B53G753J	163	dinagaiatto	gstoppani@live.com	Ruggero Borsiere-Draghi	O-	489
	"Jesselallee 0
19213 Wernigerode"	2022-12-14	(Decimal('-89.7407425'), Decimal('29.440551'))	Säuberlich		306-71-7073	74	elsacarsten	hettnerromana@gmx.de	Prof. Marica Stadelmann	A+	230
	"Sontagring 68
74708 Belzig"	2021/10/06	(Decimal('16.078595'), Decimal('-38.768198'))	Boucsein AG		144-34-8308	1793	hans-wilhelmlangern	istvan24@gmx.de	Arno Ditschlerin B.Eng.	AB-	66
	"Strada Coppola, 710
37133, Verona (VR)"	2021/11/15	(Decimal('-49.012763'), Decimal('-151.004639'))	Bresciani-Morellato Group	1910-11-18	NVNRMG44B47I485S	231	savorgnanamadeo	hborzomi@gmail.com	Lidia Golino-Cianciolo	AB+	628
		02/06/2023, 00:00:00	(Decimal('-11.4896955'), Decimal('-137.894065'))	Gomez-Pope	1933-08-30	357-18-2833	1852	murphynicholas	stevenmendez@yahoo.com	Anthony Stafford	AB+	678
	"Hans-Jörg-Herrmann-Allee 1/5
66851 Beilngries"	07 Oct 2022	(Decimal('23.1040185'), Decimal('-68.662637'))	Röhricht Siering KGaA	1927-07-31	675-60-8725	1904	karl-josefmies	baererdiether@gmx.de	Ing. Raissa Peukert	A-	426
	岐阜県横浜市磯子区北上野22丁目22番17号 アーバン芝公園528	2021-06-23	(Decimal('-51.8892885'), Decimal('-43.327083'))	有限会社佐々木情報	1992-03-08	394-42-2037	674	rsato	mituru38@yahoo.com	斉藤 充	B+	342
	"Trevo Joaquim Cavalcanti, 75
Confisco
81836047 Gonçalves do Oeste / RJ"	2021/10/09	(Decimal('4.719474'), Decimal('-17.044803'))	Souza Silveira S/A		75432986191	108	mpereira	aaraujo@yahoo.com.br	Dr. Enzo Gabriel Aparecida	AB-	210
	"Borgo Adriana, 42
13867, Pray (BI)"	17 Apr 2021	(Decimal('85.9662135'), Decimal('-128.338430'))	Cabrini-Ceravolo s.r.l.		SRRDNN22L30F390G	1625	letizia15	francescoeinaudi@tin.it	Luciana Leonardi	O-	719
		2023-07-18	(Decimal('-16.5472485'), Decimal('-75.734007'))	Melo Vieira - ME		67145809320	1015	jade95	mleao@gmail.com	Isabelly da Cruz	O-	598
	"Borgo Bianchi, 634 Piano 6
20857, Camparada (MB)"	2021/04/24	(Decimal('-63.9395365'), Decimal('-171.809347'))	Cibin SPA		TRCRDF96S46B971W	1653	xduse	tturci@gmail.com	Sandra Grimani	AB-	410
	"480 Chase Flat Suite 752
South Elizabethchester, MT 96988"	2024-01-13	(Decimal('31.3920385'), Decimal('-32.476153'))	Rhodes Inc		003-09-2230	1911	qwelch	george07@yahoo.com	Melanie Short	O-	599
		11/17/2023, 00:00:00	(Decimal('-68.0652985'), Decimal('-176.342923'))	Tiepolo, Petrucelli e Angiolello e figli	1956-06-27	PCLBTC05L07I712G	595	zmeucci	enrico66@gmail.com	Jacopo Lopresti	A+	322
	"USCGC Smith
FPO AP 90423"	14 Jun 2025	(Decimal('-30.0602735'), Decimal('-46.520881'))	Foster-Pineda	1995-04-20	145-34-2884	380	colleen42	jose88@gmail.com	Christine Vasquez	B+	693
		05 Jun 2023	(Decimal('-1.3685805'), Decimal('-123.749337'))	山崎情報合同会社		715-11-5946	518	yuki26	katoyuki@gmail.com	田中 陽一	B+	56
	"Vicolo Crespi, 3
25062, San Vigilio (BS)"	02 Sep 2021	(Decimal('-57.858138'), Decimal('-149.459039'))	Caccioppoli-Chiesa s.r.l.		MCCMRD81S28B742Y	1463	aportivenancio	livioiannotti@yahoo.com	Vincenza Gullotta	O-	512
	"Contrada Baracca, 946
33054, Lignano Sabbiadoro (UD)"	2023-09-13	(Decimal('-50.2595555'), Decimal('40.812379'))	Alighieri s.r.l.		LCCLND70P07B371T	1677	contrafattorodolfo	vfieramosca@fastwebnet.it	Dott. Aldo Micca	AB-	689
	"250 Lindsay Fields Suite 963
South Thomas, NE 66578"	03/27/2021, 00:00:00	(Decimal('4.882684'), Decimal('-95.818233'))	Miller-Martin	2023-03-22	146-03-7533	792	emilyterry	danielkim@hotmail.com	Mark Cannon	AB-	694
	広島県長生郡長南町千束28丁目6番19号 花川戸コーポ310	2024/05/02	(Decimal('-59.0189615'), Decimal('-153.913099'))	斎藤電気合同会社	1971-03-22	014-12-1442	1303	tsubasa55	psaito@hotmail.com	佐藤 晃	B+	348
		03/27/2023, 00:00:00	(Decimal('89.664716'), Decimal('45.272603'))	Kraus	2004-09-15	555-50-8330	364	ubudig	qkarz@yahoo.de	Senta Zänker MBA.	AB+	336
	"Praia Benjamim Casa Grande
Pousada Santo Antonio
08021345 Aragão do Galho / PB"	08/10/2022, 00:00:00	(Decimal('84.7162185'), Decimal('25.557243'))	Teixeira S/A		24038965783	1568	cunhalucca	dpereira@bol.com.br	Brenda Porto	AB+	124
	"Avenida Hadassa Moreira, 26
Esplanada
12396726 Porto do Sul / SP"	01/14/2025, 00:00:00	(Decimal('-42.3536135'), Decimal('-30.151330'))	Araújo	1925-09-12	92857314060	1387	ada-rocha	yan03@bol.com.br	Gael Henrique Borges	A+	176
	"Stretto Raimondo, 22 Appartamento 4
93014, Polizzello (CL)"	2022/10/16	(Decimal('-82.2731705'), Decimal('-2.199334'))	Fanucci Group		LCCCLD02R12A285L	2045	paganinidonato	klamborghini@vodafone.it	Beppe Nonis	B+	46
	"7741 Charles Views
Thompsonhaven, NH 60109"	2019-03-25	(Decimal('18.916970'), Decimal('175.831898'))	Chang-Holt		278-50-3232	2033	ejenkins	nathan59@gmail.com	Regina Henry	B+	398
	"Rua da Rosa
Sport Club
86422-458 Moreira / PA"	2024-01-22	(Decimal('82.696570'), Decimal('-50.299146'))	Fogaça - EI		73829604122	438	raelmoura	kamillyfernandes@ig.com.br	Maria Luísa Caldeira	AB-	447
	"219 Kirsten Parkway Apt. 232
Sarahbury, WV 77435"	2020-07-02	(Decimal('4.3391275'), Decimal('163.853378'))	Henderson LLC	2021-10-11	466-70-2619	207	lewisjanice	mistysmith@hotmail.com	Kimberly Kelley	AB+	241
		28 Dec 2023	(Decimal('-7.9765405'), Decimal('134.527884'))	Smith-Collins	1940-03-17	593-67-4665	479	weavercarl	charlesconway@yahoo.com	Nicholas Sanchez	AB+	425
	"Birnbaumallee 4-1
18115 Göttingen"	2022-01-11	(Decimal('-66.126225'), Decimal('89.045616'))	Atzler OHG mbH	1917-04-13	341-71-6351	21	miroslavhenschel	osoelzer@gmail.com	Nina Schüler	O-	102
		26 Jul 2022	(Decimal('48.5728715'), Decimal('-68.615787'))	Costa S.A.	1980-08-15	12958436098	593	uporto	oda-conceicao@ig.com.br	Gabriel Fonseca	A+	225
	"Heidemarie-Tschentscher-Weg 31
29005 Beeskow"	04/20/2019, 00:00:00	(Decimal('-80.544571'), Decimal('95.179121'))	Kraus GmbH	1928-07-10	919-42-2148	775	mircomeyer	rigospiess@web.de	Dimitri Hauffer B.Eng.	O+	514
	"17163 Roger Manor
West Judyhaven, IA 91812"	10/22/2022, 00:00:00	(Decimal('-10.012650'), Decimal('-87.139243'))	Dixon, White and Schneider		098-95-6600	398	francisco61	nmays@yahoo.com	Kristina Beard	O+	305
		11 Sep 2024	(Decimal('17.3816495'), Decimal('178.931739'))	中川銀行有限会社	1949-05-11	292-66-1122	707	asuka55	hogawa@hotmail.com	松本 真綾	AB+	426
	"PSC 2951, Box 4154
APO AE 76919"	2024/09/19	(Decimal('68.201950'), Decimal('4.467777'))	King-Phelps		355-97-3907	1815	diane84	quinnsusan@hotmail.com	Ashley Norris DDS	AB+	80
	"Marita-Schlosser-Gasse 5-2
93568 Backnang"	28 Nov 2021		Rädel Stiftung & Co. KG		024-07-4561	217	margotpohl	luebshendrik@gmx.de	Louise Ditschlerin B.A.	AB-	719
	"Incrocio Costantino, 86
89060, Cardeto (RC)"	22 Apr 2024	(Decimal('-44.971000'), Decimal('-80.071683'))	Forza-Monduzzi e figli	1964-03-01	CPLRSR46S25L089X	2147	orosselli	bajamontidurante@hotmail.com	Sig. Pasqual Gravina	O+	328
	"Unit 2176 Box 7721
DPO AA 42134"	2021/01/23	(Decimal('60.529004'), Decimal('76.247209'))	Hardin-Nelson	1992-12-22	427-71-6300	1518	torresbrian	richard21@hotmail.com	Tammy Armstrong	O+	164
	"Stretto Garobbio, 553 Appartamento 7
86025, Ripalimosani (CB)"	16 Mar 2024	(Decimal('66.1070875'), Decimal('-169.900524'))	Galtarossa-Treves Group	1976-10-16	MZZNCI00E65I312M	4	chiararomagnoli	seraogermana@libero.it	Dolores Prati	AB+	224
	"Karl-Otto-Kostolzin-Allee 9911
22102 Berchtesgaden"	27 Sep 2019	(Decimal('-37.373133'), Decimal('-66.500273'))	Sölzer GmbH & Co. KGaA	2006-11-30	100-90-2563	1764	virginiahahn	gottlieblachmann@gmx.de	Carola Schinke	AB+	151
	"Incrocio Gionata, 870
00055, Palo (RM)"	2024-09-11	(Decimal('22.881205'), Decimal('19.087267'))	Castelli, Cadorna e Monti e figli		BRZVRN96D19H896G	1954	anitavecellio	iolandazichichi@live.com	Damiano Rubbia	B-	362
	沖縄県八王子市中小来川15丁目11番9号 京橋ハイツ524	2022/01/30	(Decimal('-80.3854055'), Decimal('113.045977'))	有限会社森保険	2002-03-16	083-16-5397	1995	kenichisaito	eyamamoto@yahoo.com	山本 裕樹	B-	5
	宮崎県東大和市高田馬場9丁目7番19号	14 Apr 2025	(Decimal('10.291173'), Decimal('168.143402'))	有限会社伊藤通信		032-29-8667	401	tomoya79	maaya38@hotmail.com	田中 明美	B-	575
	"3785 Tammy Views
Carrieburgh, SC 23280"	23 Sep 2022	(Decimal('-14.6151155'), Decimal('-16.269177'))	Romero PLC	1940-09-08	601-95-4274	161	rebecca78	gary84@yahoo.com	Melvin Velazquez	B+	386
	"Stretto Michelangelo, 57
27048, Sommo (PV)"	2022/11/16	(Decimal('5.644366'), Decimal('77.623934'))	Lupo-Battaglia Group		RSSFRC34B22G036S	1437	stomaselli	mattiazichichi@tim.it	Adriano Bulzoni	O+	616
	大分県横浜市戸塚区神明内2丁目3番7号 細野クレスト148	09/05/2025, 00:00:00	(Decimal('-11.9469595'), Decimal('-115.377982'))	山下通信株式会社		014-69-2148	505	mainakamura	kazuya11@hotmail.com	山下 結衣	A-	290
	"Canale Aria, 51 Piano 2
70010, Adelfia Canneto (BA)"	2022-12-02	(Decimal('86.8609895'), Decimal('-97.466993'))	Ruffini Group		GROGLI16P27F266Q	637	tanziniamedeo	bmodigliani@libero.it	Lucrezia Tomasetti	O-	176
	京都府横浜市中区豊町35丁目20番4号 藤金コート284	2021/04/16	(Decimal('87.850620'), Decimal('49.220181'))	小林情報合同会社	1926-02-12	035-73-8250	1816	saitokana	taro60@hotmail.com	高橋 花子	O-	44
	"164 Susan Street Suite 581
North Janeside, GU 50707"	12/11/2021, 00:00:00	(Decimal('-61.5962715'), Decimal('37.073453'))	Smith Ltd	1974-08-05	210-10-3672	406	bridgesruth	gracemorrison@yahoo.com	Roger Hall	AB+	235
	"Incrocio Armando, 6
52048, Montagnano (AR)"	2025-08-27	(Decimal('-37.850151'), Decimal('-123.422377'))	Trincavelli s.r.l.		PRTDLA07B17C883Z	1261	jacopo85	ludovico73@hotmail.it	Ettore Cristoforetti	A+	691
	群馬県川崎市多摩区手岡42丁目8番8号 アーバン蔵前746	24 May 2019	(Decimal('-0.757904'), Decimal('46.700353'))	木村電気合同会社	2004-12-14	603-85-0274	1609	tarosuzuki	sotarosuzuki@yahoo.com	岡田 修平	A-	233
	"466 Perry Common Suite 658
Bradyburgh, VT 49556"	01/01/2020, 00:00:00	(Decimal('-15.7189805'), Decimal('-166.235123'))	Patel-Acosta		736-58-6682	2084	andrewlong	andersonjohn@hotmail.com	Edward Austin	A+	316
	"Jardim de Alves, 500
Vila Ecológica
08248369 Silva do Amparo / DF"	09/15/2023, 00:00:00	(Decimal('-59.0373635'), Decimal('-134.681295'))	Cassiano		81397425032	873	henriqueazevedo	rafaelagarcia@yahoo.com.br	Vinícius Pacheco	AB-	282
		26 May 2024	(Decimal('84.4252935'), Decimal('-109.320945'))	Käster KGaA		135-13-6862	1682	franz-peter44	josefkraushaar@gmx.de	Katharine Bohlander	A+	181
	"Esplanada de Casa Grande, 60
Tirol
84190-028 da Conceição Grande / SE"	2020-01-10	(Decimal('86.210125'), Decimal('-59.693338'))	Martins - EI	1916-11-23	69301784548	1148	luanapinto	maria-luiza39@uol.com.br	Letícia Novaes	AB-	463
	"Canale Gravina, 397 Piano 7
84100, Salerno (SA)"	11/29/2021, 00:00:00	(Decimal('13.698970'), Decimal('18.150604'))	Alonzi-Pistoletto s.r.l.		RNCNTL73B05M322T	314	beccariaaldo	nligorio@hotmail.com	Franco Ariosto	AB-	723
	"Feira Amanda da Rosa, 31
Vila Novo São Lucas
97340-592 Mendes de Borges / AC"	2020-04-05	(Decimal('-77.7342785'), Decimal('-106.865383'))	Andrade	2013-10-26	91738620530	1630	rodriguessara	antonella64@uol.com.br	Miguel Novaes	B-	712
	"653 Brandon Terrace
New Jenniferport, HI 45392"	2021/03/18		Hernandez-Stewart	1922-12-11	607-81-8218	2032	michael74	christine48@hotmail.com	James Barrera	B-	381
	"Freudenbergerplatz 7/4
70827 Deggendorf"	04 Sep 2019	(Decimal('-17.511981'), Decimal('37.558900'))	Lachmann Löwer GmbH		627-84-8123	185	metzmarlis	elenahesse@googlemail.com	Dipl.-Ing. Juan Hertrampf MBA.	O-	477
		16 Aug 2025	(Decimal('21.833701'), Decimal('-83.868157'))	Brito	2000-09-11	16895042776	130	julia45	murilo76@yahoo.com.br	Dr. Davi Miguel Monteiro	O-	332
	"Strada Marina, 9 Appartamento 92
13027, Scopa (VC)"	20 Jul 2020	(Decimal('-21.210959'), Decimal('47.086655'))	Ferrara SPA	1919-10-12	NVISVR94E44F391R	1622	milenascaramucci	giuseppinabajamonti@libero.it	Romeo Toscanini-Segrè	B+	566
	"Via Perini, 4 Piano 5
31013, Codogne' (TV)"	2019/03/10	(Decimal('-18.2342555'), Decimal('23.132032'))	Rizzo Group	1968-04-26	TRSLCU17A59H607W	1350	roberto26	ignazio62@libero.it	Eraldo Zeffirelli	AB-	48
	"Contrada Arturo, 3
52014, Porrena (AR)"	2023/01/10	(Decimal('-70.4752945'), Decimal('26.728735'))	Gigli s.r.l.		SSNRMN64R18B266Q	1876	rolando79	giuliano58@gmail.com	Zaira Cicala	B+	541
	"Anna-Maria-Dörr-Straße 8014
36123 Schwarzenberg"	2022/08/11	(Decimal('-47.0404925'), Decimal('177.608709'))	Mangold		522-76-8361	904	soniaschueler	dwesack@gmail.com	Walfried Zahn	O+	737
		15 Nov 2021	(Decimal('16.668852'), Decimal('-91.358291'))	佐々木銀行有限会社		480-89-5260	1745	kobayashitakuma	yasuhiro28@gmail.com	伊藤 翔太	A-	273
	"Vale Caio Costa, 30
Vila Jardim São José
02762-905 Albuquerque do Norte / PB"	06/10/2020, 00:00:00	(Decimal('-33.081628'), Decimal('24.110383'))	Cunha		57613920461	802	zmartins	ian43@hotmail.com	Theo Borges	O+	484
	"Esplanada Gabriela Marques, 7
Vila Santo Antônio
38783-808 Siqueira / MA"	2019-06-16	(Decimal('22.2475815'), Decimal('-58.536173'))	Martins Ltda.	1987-02-20	42153698782	99	larissarezende	ifernandes@hotmail.com	Maria Luísa Pimenta	O+	302
		2021/02/02	(Decimal('57.9792615'), Decimal('169.920847'))	Zirme	1979-05-03	242-16-2113	940	groettneraleksandar	nikokuhl@hotmail.de	Benita Sontag-Hänel	AB+	543
		2019/06/03	(Decimal('7.8450285'), Decimal('-89.485158'))	林電気株式会社	1951-07-06	420-87-5212	328	takumasuzuki	ksato@yahoo.com	斎藤 学	A-	276
	"Beerstraße 46/28
64286 Pinneberg"	08/06/2022, 00:00:00	(Decimal('81.3120415'), Decimal('-136.517835'))	Hänel GmbH & Co. OHG	1990-12-25	266-66-2891	427	bonbachcarla	carmela55@hotmail.de	Cemal Süßebier	A-	605
		04 May 2022	(Decimal('-27.262731'), Decimal('-37.991029'))	Torres Inc		432-63-2201	165	christopher28	emilyjensen@gmail.com	Bethany Sheppard	O-	650
	"Piazza Redi, 71 Piano 0
85017, Tolve (PZ)"	2020/07/09		Tomasini, Valentino e Baglioni SPA	1992-02-27	SCLFRC41T01C051N	1678	dionigi46	ypalumbo@libero.it	Vincenza Aldobrandi-Mazzacurati	O+	218
	"Viela Machado
Ribeiro De Abreu
18189-307 Siqueira / AM"	2022/01/04	(Decimal('-21.5197825'), Decimal('-166.361462'))	Melo S.A.		02376954800	1194	luiz-otavio47	olivia11@yahoo.com.br	Noah Silva	AB-	87
	大阪府川崎市多摩区筑土八幡町41丁目16番11号 吾妻橋ハイツ722	2023/10/10	(Decimal('-69.431677'), Decimal('157.800578'))	有限会社鈴木保険		355-75-1511	1264	watanabenaoko	satomi01@gmail.com	岡本 充	O-	198
	長崎県杉並区太田ヶ谷30丁目11番14号 津久戸町シティ236	09/17/2024, 00:00:00	(Decimal('14.004331'), Decimal('-131.887111'))	佐藤水産株式会社		413-91-6749	1751	naoto93	yoshidayumiko@gmail.com	佐々木 くみ子	O-	505
	"Claudia-Niemeier-Allee 73/23
05569 Waldmünchen"	2024-09-24	(Decimal('77.875754'), Decimal('132.220835'))	Eigenwillig KG	2022-02-27	211-68-2060	1562	klaus-peter41	reimarreuter@gmail.com	Beatrice Beckmann	AB-	29
	"USS Spence
FPO AE 38464"	2019/05/06	(Decimal('89.596151'), Decimal('-172.869958'))	Porter Inc	1916-01-27	558-06-0133	1191	jimenezmichael	angela59@yahoo.com	Alex Perez	O+	272
	広島県三宅島三宅村吾妻橋16丁目19番6号 北青山ハイツ643	2020-09-19	(Decimal('17.7424375'), Decimal('10.044454'))	株式会社阿部ガス	1993-12-09	488-70-1228	1756	fsato	mwatanabe@gmail.com	鈴木 直子	AB-	304
	"37557 Hoffman Mountains
Morganland, VA 14651"	04 Aug 2025	(Decimal('-28.178563'), Decimal('-8.224261'))	Rivera-Howard	1949-01-18	014-88-2158	225	tmerritt	luke47@gmail.com	Jennifer Eaton	A-	596
	"Samir-Trub-Ring 9460
14931 Eichstätt"	2019/06/05	(Decimal('-68.718512'), Decimal('160.620308'))	Otto		831-63-8084	136	reniotto	nancy67@hotmail.de	Marisa Döring-Schuchhardt	AB+	215
	東京都香取市西浅草11丁目13番19号 戸山アーバン536	2021/07/13	(Decimal('-28.1578725'), Decimal('-142.639618'))	青木銀行合同会社		557-73-0612	22	satomikimura	sotaro56@gmail.com	加藤 京助	AB+	656
	静岡県中央区橋場7丁目7番17号	05/25/2025, 00:00:00	(Decimal('-32.201996'), Decimal('-62.111293'))	株式会社三浦鉱業	2013-12-18	832-47-3220	1923	tomoya18	vhayashi@hotmail.com	鈴木 篤司	B-	11
		2023/06/01	(Decimal('-52.090424'), Decimal('169.922355'))	Ross-Lynch	1970-07-29	698-21-3790	2036	aguilaramanda	wrighttrevor@gmail.com	Chad Barrett	A+	518
	"Canale Santino, 99 Appartamento 6
98056, Mazzarra' Sant'Andrea (ME)"	2020/09/10	(Decimal('-38.1374975'), Decimal('-164.892975'))	Salgari, Cianciolo e Meucci SPA	1989-10-20	BCCRBT81C56C548W	200	ymaderno	ygagliano@yahoo.com	Isabella Riccardi-Scamarcio	O-	731
	"Lagoa de da Cruz, 64
Vista Do Sol
95174209 Nunes da Serra / RO"	04/20/2023, 00:00:00	(Decimal('30.3420795'), Decimal('155.388286'))	Correia		31086972503	975	qcamargo	helena07@ig.com.br	Letícia Oliveira	AB+	178
	茨城県香取郡東庄町油井32丁目17番9号 長間クレスト978	10/30/2021, 00:00:00	(Decimal('64.6943145'), Decimal('119.842424'))	高橋情報有限会社		458-22-7644	941	bmatsumoto	enakamura@yahoo.com	太田 太一	A+	152
	"Contrada Donna, 774 Piano 4
26836, Montanaso Lombardo (LO)"	2025-03-10	(Decimal('55.5233715'), Decimal('-117.100227'))	Sanguineti, Miniati e Farnese e figli		VNTLRN80D70C649P	327	mpalombi	rembrandt41@tim.it	Angelica Barillaro-Murialdo	A-	489
	秋田県山武郡芝山町脚折3丁目22番20号	02 Sep 2023	(Decimal('15.596609'), Decimal('157.655538'))	株式会社三浦印刷	1938-07-13	001-21-4544	450	fkato	syamada@yahoo.com	中村 直人	A+	696
	"Josip-Hauffer-Weg 53-77
99155 Lüdenscheid"	07/09/2023, 00:00:00	(Decimal('-74.5537305'), Decimal('-63.582717'))	Berger		320-76-4758	1704	felicitasweinhage	schweitzertilman@gmail.com	Amalie Adolph	O+	399
	"85591 William Plain Apt. 877
Port Jeanland, AR 10046"	2023-07-17	(Decimal('85.7464395'), Decimal('-168.745471'))	Collins and Sons	1959-06-28	313-51-9773	1350	zcook	michael84@yahoo.com	Matthew Peterson	B-	741
	"Residencial de Rodrigues, 5
Ápia
95721720 Mendes das Flores / RN"	2024-05-28	(Decimal('17.9265155'), Decimal('125.541162'))	Pinto da Conceição e Filhos		10247986313	1753	pimentadaniel	asafesilveira@bol.com.br	Ana Laura Pereira	O+	115
		08/23/2022, 00:00:00	(Decimal('78.0696595'), Decimal('-57.765620'))	株式会社太田水産		719-64-7269	1721	ogawahanako	satoyuta@hotmail.com	吉田 零	AB-	28
		09/09/2020, 00:00:00	(Decimal('14.635465'), Decimal('91.962082'))	Trillini SPA	1918-10-11	RVGRFL72R29H912N	1019	scarpettacesare	ceritiziana@gmail.com	Gianluca Maggioli	O-	164
	"PSC 2119, Box 8203
APO AE 37144"	2025-02-01	(Decimal('39.2313135'), Decimal('179.382330'))	Perez, Contreras and Hill	1944-10-07	088-83-0581	243	vwilson	mejiajohn@yahoo.com	Richard Thomas	B+	517
	神奈川県長生郡長生村横林26丁目10番8号 コーポ南赤田897	07/08/2019, 00:00:00	(Decimal('7.458243'), Decimal('42.971538'))	渡辺保険有限会社		355-63-6315	1107	harukaikeda	naoki30@yahoo.com	斉藤 京助	O+	41
	"Schinkering 91-85
86739 Düren"	03 Sep 2019	(Decimal('32.2041295'), Decimal('67.766742'))	Reising Wulf GmbH & Co. KG	1938-08-25	445-81-1206	1449	stella79	annemariebirnbaum@googlemail.com	Frau Margaretha Mangold	B+	497
		2018-11-08	(Decimal('3.329504'), Decimal('43.029152'))	高橋通信株式会社	1972-12-31	888-01-7683	1673	kenichi14	itoyumiko@yahoo.com	石川 篤司	A+	174
	沖縄県長生郡睦沢町手岡27丁目3番19号 所野クレスト894	04/29/2025, 00:00:00	(Decimal('30.2049635'), Decimal('133.113732'))	長谷川鉱業株式会社	1971-01-23	081-21-4477	39	dyoshida	tomoyahasegawa@gmail.com	坂本 裕美子	B+	103
	"Contrada Cutuli, 70
35019, Onara (PD)"	2022-05-01	(Decimal('-4.769998'), Decimal('39.412280'))	Saraceno-Merisi SPA	1949-11-20	PNTRCR63B49M369C	2137	costanzo93	udossi@libero.it	Gaspare Martucci	A-	504
	"55495 Scott Underpass Suite 948
Port Benjamin, IA 97287"	11 May 2023	(Decimal('-89.0078355'), Decimal('-27.222832'))	White Ltd		672-70-1978	737	lopezcindy	lcain@hotmail.com	Marie Calderon	AB-	187
		12/01/2018, 00:00:00	(Decimal('-76.231316'), Decimal('-20.199259'))	合同会社佐藤水産	2005-12-12	309-98-5275	776	dkobayashi	hayashisotaro@yahoo.com	佐藤 裕太	A-	650
