registration;latitude;longitude;birthdate;ssn;mail;blood_group;station_ID;user_id
2025-06-06;-38.784652;-127.782008;;241-16-4362;nicholasbrown@yahoo.com;AB-;556;
2019-10-18;-23.4881005;-87.983396;2011-09-10;229-66-9261;alidaweiss@gmx.de;B-;79;
2024-11-04;-75.0389725;-171.223629;;077-60-7867;satosatomi@yahoo.com;B+;584;
2024-10-17;-56.28281;129.183079;;599-82-7709;omatsumoto@yahoo.com;A-;569;
2025-05-04;67.67765;-19.886951;;85203149704;teixeiraluna@gmail.com;O-;719;
2025-07-19;-27.0053955;-121.617618;2003-02-04;799-33-2930;sayuri28@hotmail.com;A-;383;
2020-06-26;-16.411913;173.738932;1946-10-03;593-45-5681;shota57@yahoo.com;O+;675;
2025-02-02;34.865083;-156.158294;1918-08-31;98365401720;novaislais@hotmail.com;A+;68;
2024-06-21;16.612058;86.862606;;632-07-0370;karen17@hotmail.com;O-;221;
2024-03-13;87.137332;65.244735;2000-04-28;NCCVRN86T26D839P;lara81@hotmail.com;O+;389;
2022-07-18;-52.349238;172.449893;;19452370661;davifonseca@hotmail.com;B+;472;
2022-01-21;42.722599;-93.13833;1942-05-17;263-55-8338;jessica89@hotmail.com;AB-;43;
2022-04-08;12.5799325;-23.180982;;SGRRMN91B45D042W;alinacollina@fastwebnet.it;B+;263;
2021-05-18;;;;821-09-6147;justin24@hotmail.com;A-;445;
2024-09-19;-71.7279895;-0.79043;2008-06-18;634-23-2624;ingmargirschner@gmail.com;A+;266;
2022-08-31;22.9045895;-62.100324;;836-42-1191;nyamazaki@yahoo.com;O+;461;
2022-08-19;-18.734968;-116.979574;;CSRLNE79S25E825B;giuliano56@live.com;O+;646;
2019-04-08;51.3816165;-11.873338;;BRSMRL55B60F168L;raffaellinocolletti@yahoo.com;AB+;589;
2023-02-17;53.358818;144.597239;;753-68-6699;aishii@yahoo.com;O-;49;
2025-05-05;75.297042;-52.767907;1938-04-24;MRTTTE56C04C050Y;fischetticlaudia@libero.it;B-;329;
2024-07-22;-33.0879675;-99.775177;;951-09-9475;gunarwerner@gmx.de;A-;330;
2020-04-29;45.179288;-61.559398;;199-07-7513;rileyvalerie@hotmail.com;O-;605;
2019-01-06;75.4883475;-133.046961;;PGNGRL35A26G749C;nino47@tim.it;O-;314;
2020-12-23;-84.3246685;43.09793;1949-12-06;12687359491;vitoria45@gmail.com;B-;124;
2019-07-21;-10.8506175;127.443603;1942-08-06;646-22-3370;nicholas91@hotmail.com;B-;521;
2020-05-10;17.346113;-150.104872;2019-09-15;713-34-4149;juliawilliams@hotmail.com;A+;703;
2022-03-17;84.604483;-173.542937;2008-09-25;895-19-7528;ryoheiaoki@yahoo.com;A-;682;
2024-05-13;85.5356845;36.741431;1985-10-04;279-01-3087;stanleymary@yahoo.com;O+;323;
2019-05-03;65.4292495;-138.140216;;164-97-3957;eckhardzahn@googlemail.com;O-;516;
2020-01-25;65.178832;-100.427122;;764-45-2397;qinoue@yahoo.com;B-;526;
2019-11-20;59.063883;33.088157;;140-19-9831;sarah19@gmail.com;O+;280;
2023-10-15;-65.928194;-145.476001;1983-03-26;609-07-1687;schwartzmary@gmail.com;O+;298;
2025-03-06;-26.5244645;-24.472253;;556-57-9529;endoyumiko@gmail.com;O+;540;
2023-01-09;77.281028;80.250074;2017-12-13;456-24-4091;qchaney@yahoo.com;AB+;636;
2019-03-30;88.69831;-64.336302;2010-03-09;495-12-3428;zclark@gmail.com;O-;470;
2020-08-24;75.013757;-103.266701;;LCRMRN70M54I214P;arsenio18@gmail.com;A+;295;
2020-01-09;-89.1420215;36.946723;1914-06-26;23086519703;cunhaandre@yahoo.com.br;B-;268;
2020-04-27;;;1917-08-12;704-88-6847;ryosukehayashi@yahoo.com;A-;43;
2023-10-07;29.6196935;24.118172;;70924361506;conceicao@hotmail.com;B+;666;
2022-06-24;-1.8231305;-90.657969;;780-16-8323;wirthwilfried@aol.de;A-;323;
2021-04-01;-76.404677;-168.160965;;419-84-8019;mgarcia@hotmail.com;O+;407;
2022-10-13;-2.42066;49.555949;;170-35-5741;hanako93@gmail.com;AB+;72;
2022-08-19;40.3030765;60.857188;1983-09-04;636-09-3299;smccall@gmail.com;AB-;431;
2025-03-06;-29.958081;-54.950297;;PRDSRN49B05B112A;nicola24@outlook.com;B+;73;
2025-09-17;24.481851;65.111162;1978-04-17;57426130835;zpacheco@bol.com.br;O-;346;
2021-08-13;27.84121;-0.600993;2011-04-08;415-22-9475;kanainoue@yahoo.com;B-;468;
2024-06-27;17.196428;161.220999;1945-07-10;322-86-4894;yumiko24@yahoo.com;B+;269;
2024-12-22;38.556949;-124.092023;1926-07-21;076-26-6085;gwatanabe@gmail.com;AB+;439;
2019-05-01;-20.4888045;-97.430692;1938-10-06;206-16-6292;phuffman@gmail.com;A-;272;
2019-06-25;4.0967225;32.520051;1957-07-17;487-05-6184;schottinfrauke@web.de;AB-;215;
2019-05-09;53.4233295;154.589618;;777-51-5492;schlauchin@web.de;A-;46;
2023-09-08;-54.4775675;62.862683;1960-01-16;833-84-8086;ryoheitakahashi@hotmail.com;A-;145;
2023-03-08;-46.308538;-159.821111;1923-01-27;492-15-2652;fischerharro@web.de;B+;121;
2019-01-04;-86.598558;-78.948139;;25497381600;gguerra@uol.com.br;O-;315;
2023-09-09;21.312214;174.713475;;659-21-7165;kanayamazaki@gmail.com;B-;507;
2023-01-18;-41.184569;-130.989048;2022-10-09;803-71-3721;yui35@hotmail.com;A-;512;
2024-04-03;68.5221075;-87.211951;1941-06-03;752-83-1223;mikako31@yahoo.com;AB-;360;
2020-11-08;-30.460897;-168.384081;;62845039115;augusto93@uol.com.br;A+;730;
2019-09-25;52.666666;-85.823697;;15478239097;evasconcelos@hotmail.com;B-;263;
2019-10-27;63.113211;108.102223;1932-03-28;67254109876;nogueiraluara@bol.com.br;A+;316;
2021-12-03;-21.877033;-55.729805;;640-69-7227;matthew88@hotmail.com;B-;354;
2020-05-28;9.975974;149.846161;1934-09-23;71529438004;cavalcanteluara@uol.com.br;AB-;222;
2019-01-14;19.074531;69.003445;1984-05-04;NDRCRN51H59A689Z;berlusconigiancarlo@tiscali.it;A+;30;
2023-03-17;80.9915955;-81.478393;1986-06-29;189-22-4537;dustin39@gmail.com;O+;229;
2024-06-16;33.8749035;167.678047;;585-69-6894;luise@yahoo.de;A-;658;
2019-05-17;-45.9498605;86.844944;1925-06-29;393-91-0654;walentinaheintze@gmx.de;B-;561;
2019-11-23;-46.3316735;-26.144622;2018-02-04;CRTLRT63E08E772X;agnolo77@vodafone.it;AB+;603;
2021-10-01;39.679035;140.768267;;694-09-4682;handejuergen@yahoo.de;B+;341;
2022-11-04;-26.541438;-179.452752;1952-08-24;NTNLCU75H52E864A;ermannovergassola@tiscali.it;O+;321;
2025-09-16;-66.885058;-156.755725;;282-38-3651;jjohnson@hotmail.com;B-;112;
2023-03-24;-60.157774;-116.438194;2012-10-22;GLLDLS61H03H176U;costanzomorgagni@tim.it;AB-;364;
2021-01-29;-20.2714905;103.553226;1987-02-08;PTRCHL76E58F730M;argentoamico@gmail.com;B-;628;
2022-12-05;-61.1572;-177.303576;2024-06-11;839-91-8914;zwilliams@hotmail.com;B-;467;
2024-10-30;-60.5898045;77.097025;;039-66-9545;wardmelissa@gmail.com;O+;328;
2023-01-13;51.1290795;47.060761;;20379456125;dom84@uol.com.br;A+;82;
2020-12-30;-85.8400515;172.488573;1934-04-06;851-99-4177;leejennifer@gmail.com;A-;623;
2020-01-19;-51.252564;-90.925408;;581-61-1820;ubender@aol.de;O+;356;
2018-12-29;60.4452365;34.551284;1918-12-29;860-23-4897;karola22@hotmail.de;O-;183;
2023-02-01;89.3507025;-26.991588;1960-02-25;650-77-1863;taichiokada@hotmail.com;A-;487;
2023-07-18;15.7289125;-158.029072;2014-06-23;TLRVTR33L55I781U;cremonesiiolanda@live.com;B+;281;
2019-12-12;64.1889565;-146.869094;1962-07-27;97632810404;piresclarice@gmail.com;B-;285;
2021-08-15;-8.8010075;159.240038;2001-02-22;916-29-7763;volkhard39@hotmail.de;AB-;702;
2024-12-22;;;1989-01-08;59016847375;nascimentoapollo@yahoo.com.br;AB+;591;
2022-08-06;18.7570195;112.854109;1996-10-27;472-37-8888;sishikawa@hotmail.com;A-;270;
2025-02-13;54.566949;127.67946;1929-02-09;113-85-1438;glee@hotmail.com;O-;247;
2018-10-29;78.228269;-67.367385;1978-03-01;070-90-8210;elizabethbanks@hotmail.com;O+;81;
2021-03-08;-85.420629;-75.082609;1956-04-24;84937106520;eduarda52@gmail.com;O+;301;
2024-10-06;44.0268995;149.20099;;607-74-3776;egoto@yahoo.com;O-;148;
2024-06-12;34.09197;156.790149;1983-03-17;162-47-0510;leslie63@yahoo.com;AB-;221;
2024-08-25;43.3500405;-174.919851;1955-01-28;92075614849;joliveira@gmail.com;O-;436;
2020-01-27;47.829759;168.906063;;038-51-6858;bradleycourtney@hotmail.com;O-;438;
2025-02-10;3.996168;-61.984343;;73864012996;alanasampaio@uol.com.br;B+;209;
2019-04-06;43.8385555;-178.920527;;689-06-7592;wito@yahoo.com;B-;55;
2019-01-21;-64.2719365;-43.875467;1954-02-12;342-90-7862;clausjacob@web.de;AB-;541;
2023-12-17;-24.309266;91.980389;;90245183698;pviana@uol.com.br;AB-;695;
2022-07-26;19.173844;1.890969;1940-08-12;991-93-3466;zloeffler@gmx.de;O+;410;
2021-07-27;86.6872195;136.855024;;631-44-0133;kaoritanaka@yahoo.com;AB-;109;
2025-08-04;-23.1923495;-51.833025;1994-05-04;32796185095;kvieira@bol.com.br;A+;148;
2023-04-04;48.9641805;-62.9984;;356-25-4774;ishikawayuki@hotmail.com;AB+;139;
2020-10-18;-47.4754675;157.036079;;93810467278;yanmelo@bol.com.br;B+;664;
2023-02-04;30.663698;150.017688;;94582673155;lopesraul@gmail.com;A-;733;
2024-07-24;-38.97363;72.967153;;MNLSLV75R54F914C;arossetti@gmail.com;A+;694;
2024-05-13;-41.8432225;-121.902963;;56792148067;benicio63@bol.com.br;O-;240;
2024-03-12;-40.7218395;59.736567;1938-02-08;BZOFBZ02B10G612U;amicovergassola@tele2.it;AB+;576;
2022-05-31;16.593585;-22.539613;;NTNTTE58C17E611E;roeromatilda@libero.it;A+;8;
2021-04-04;-57.463102;-88.187624;;58316709295;xbarros@uol.com.br;AB+;131;
2022-02-14;-52.642036;-41.07382;2001-08-08;03257461925;benicio88@yahoo.com.br;AB+;656;
2024-03-09;-82.6068095;-57.951375;1972-03-12;507-81-8279;thedaweihmann@gmail.com;B+;36;
2019-04-23;-6.4552735;152.981941;1992-11-13;245-62-3695;nmoreno@gmail.com;B-;491;
2021-05-29;-8.4306025;127.998242;1939-06-23;641-05-2729;aokihiroshi@gmail.com;A+;26;
2024-08-16;52.5220965;67.157921;;316-90-2083;drubinferenc@gmail.com;O-;225;
2025-04-01;-69.108444;39.101563;1930-04-07;146-63-3068;jackiedennis@yahoo.com;AB+;537;
2019-11-20;84.4329875;133.327557;1945-11-02;755-94-9992;anthony90@yahoo.com;AB-;31;
2021-07-05;64.228827;71.925647;2023-05-19;306-47-0202;umartin@gmail.com;A+;367;
2023-02-24;39.776456;161.594547;2013-11-21;CSNVEA67P16H037M;mercadantealessia@live.com;AB+;12;
2022-08-05;25.4460315;-95.576478;1923-04-09;793-97-1952;morenobrian@gmail.com;O-;499;
2022-10-07;-32.882114;-94.251955;1948-02-04;609-34-7269;kirstenwulff@googlemail.com;AB+;437;
2022-10-16;-45.5982735;-14.532663;1913-05-01;725-40-7343;inoueyoko@yahoo.com;A+;242;
2020-11-27;-7.453265;-99.65145;1988-11-05;49503867274;qgomes@ig.com.br;B+;224;
2019-03-11;35.2684855;119.617897;1972-12-04;304-77-2933;smithapril@yahoo.com;O-;429;
2019-05-25;;;1910-08-12;944-51-6026;marie@web.de;O+;322;
2020-12-26;-5.5936705;-122.987912;;173-93-5498;iwende@gmail.com;A-;79;
2023-06-02;58.865502;13.234049;;39046185710;gabriel@bol.com.br;A-;274;
2021-09-03;-8.932069;21.170375;;960-77-8542;eberhardtsilvia@hotmail.de;A+;72;
2025-01-20;-35.2386125;-42.673892;1963-01-10;GRMPLA04S20F863W;vincenzoonisto@fastwebnet.it;O-;270;
2019-06-27;-7.949493;94.245049;1935-11-28;DLLGBL82M04A609T;wanguissola@gmail.com;AB+;289;
2020-05-15;-61.0901405;-80.808917;1920-08-20;259-68-8195;qschaaf@web.de;B-;51;
2024-10-06;81.2251955;-124.537064;1968-04-25;492-60-2425;colewhitney@yahoo.com;O+;555;
2023-11-23;-11.3969005;101.046136;;06271958494;gustavo@bol.com.br;B+;218;
2023-04-25;36.5441175;-176.559579;;LNFNTL18P17I153N;stefania96@gmail.com;B+;598;
2025-02-07;55.2698955;-0.493172;2013-09-15;634-33-5752;ajacob@gmx.de;B+;544;
2024-02-02;-82.8777935;-167.201362;;880-12-8993;aureliaanders@hotmail.de;B-;679;
2022-06-20;-58.6458305;-50.475604;1914-06-01;197-98-6492;yoichi13@yahoo.com;B+;226;
2025-08-13;-54.027966;118.505041;;690-72-2926;lachmannadeline@googlemail.com;AB-;150;
2019-08-28;;;1951-03-12;87296143096;fernando@bol.com.br;A+;394;
2024-10-22;-11.0459785;-69.916478;2002-10-06;550-00-3564;aenne72@hotmail.de;B+;29;
2025-04-10;-8.727872;66.018166;;749-08-2353;qfujii@gmail.com;A-;172;
2018-10-17;25.586083;-44.009199;;634-59-2297;nakajimarika@hotmail.com;O+;167;
2022-10-25;-60.939208;131.318592;;832-10-0683;peter39@aol.de;B-;396;
2020-01-29;;;1934-04-22;18502479350;tduarte@bol.com.br;O+;142;
2018-11-25;23.569745;25.026838;1911-06-03;728-44-1416;dloechel@googlemail.com;O+;257;
2025-03-30;85.487451;170.652951;;BRMVRC37E24G365C;leone39@libero.it;A-;364;
2019-10-12;15.4073655;149.399914;;09348256700;smartins@yahoo.com.br;A+;673;
2020-10-20;-75.3666095;166.129836;;MRSZRA39A29I600O;ypaltrinieri@libero.it;A+;136;
2020-02-23;44.720218;-41.892758;1923-10-13;806-10-7224;trudi77@web.de;O-;604;
2025-06-01;29.1703955;50.812918;;998-53-1023;elisabethbriemer@aol.de;B-;439;
2021-09-26;;;1976-01-26;369-33-3110;reinhardtdoehn@web.de;O-;381;
2021-10-07;-35.3113675;-94.954257;2015-09-01;91450782620;isabela84@gmail.com;B+;683;
2020-04-15;;;1933-10-05;24187905685;rochaantonella@gmail.com;B+;654;
2021-03-16;30.66495;-168.669092;1938-03-14;366-60-9554;megan42@yahoo.com;B+;500;
2020-05-21;67.198138;22.722745;1925-06-08;SPNMRN21H10E678U;trezzinigeronimo@tiscali.it;O-;576;
2021-05-18;70.0937445;-16.917774;;325-86-7362;miturumatsumoto@hotmail.com;A-;658;
2025-06-17;9.0305335;-42.032353;;837-67-5755;tsubasamatsuda@gmail.com;AB-;261;
2020-05-15;55.0300265;-137.961288;1923-09-02;874-41-0480;viviane42@googlemail.com;B+;85;
2019-03-18;0.1350045;-129.655446;1961-09-10;782-14-7960;naokifujiwara@gmail.com;B-;197;
2025-07-07;50.457913;-64.326786;2005-10-15;SLMNCL02R68B031H;marisa95@live.com;O-;564;
2019-02-14;49.6320755;38.275895;;VLTTZN91M24A007D;pmedici@libero.it;A-;529;
2022-01-21;71.996149;173.841982;1973-03-06;CLBCRL29D67I878E;venezianorolando@tiscali.it;A+;599;
2019-04-04;81.953262;-28.298239;2008-06-13;130-02-0541;manabu10@hotmail.com;A+;250;
2025-05-07;48.217905;157.544108;;378-47-0884;gyamada@hotmail.com;B-;208;
2023-06-25;-44.44648;138.728845;2012-09-20;472-31-5405;xhorne@yahoo.com;A-;684;
2021-05-13;53.6814885;47.387347;2007-07-26;481-96-1437;matthewowens@gmail.com;AB-;394;
2024-07-21;47.8178155;106.821566;;MNTGNL47D63C488A;rusticuccielena@libero.it;O-;624;
2020-11-29;-72.485961;103.793845;1952-11-13;BRMLCN74R54A445D;kborzomi@tele2.it;A-;266;
2022-06-09;-48.69663;35.008478;2007-12-12;CSLSRN97M19H755U;bassoromana@tim.it;B+;743;
2023-11-23;-32.181601;-144.100339;1998-01-14;063-74-9951;ishikawananami@gmail.com;AB-;493;
2018-11-20;;;2005-01-18;DNNNSD63A56I985B;rodolfo15@poste.it;AB+;423;
2022-10-11;54.6818705;-153.527807;;124-17-0541;wwatanabe@hotmail.com;O-;126;
2020-01-02;60.4481515;-73.120795;1965-06-01;021-85-7649;zpeterson@gmail.com;B+;499;
2020-01-19;-70.3840215;-143.936669;;769-26-1361;yumikonakajima@hotmail.com;AB+;154;
2024-06-05;0.623313;13.975937;2003-12-13;743-47-0174;sotaromatsuda@yahoo.com;B-;610;
2019-11-16;;;;LMBBRR57H55F399J;silvioferrucci@tim.it;O-;391;
2019-06-02;54.342539;-18.667795;;PRSTNI09R11C002C;bovasilvia@tiscali.it;AB-;544;
2025-06-09;41.106013;-152.986868;;60378952102;emanuel27@yahoo.com.br;B+;327;
2021-08-13;-39.057222;-112.001088;1956-04-20;47039258692;rodriguesisadora@bol.com.br;A+;188;
2024-06-07;-66.059907;7.419042;1957-08-21;420-39-9675;thomasholmes@yahoo.com;O+;609;
2023-04-19;-28.266602;94.941352;2013-09-24;823-30-3220;elfinohlmans@googlemail.com;O+;381;
2023-11-01;71.150485;-130.346147;1915-11-17;30976548283;tborges@hotmail.com;AB-;370;
2022-10-18;6.708272;11.819952;1995-10-07;29318407505;otavio10@hotmail.com;B-;653;
2022-08-03;77.14217;149.191802;;MNTLNE10E11E310Z;zzito@libero.it;O+;369;
2020-04-04;64.738577;53.226644;1921-07-09;CNRNGC84B19D794J;luigi00@virgilio.it;O-;716;
2022-01-28;0.1330345;62.947535;2014-10-01;236-53-1823;lindnerarthur@web.de;O+;54;
2022-02-09;-64.964653;-104.396936;1927-07-31;548-78-4167;davidcollins@gmail.com;A-;264;
2025-02-03;-63.579201;153.863648;1972-12-07;996-05-0710;jjockel@hotmail.de;B+;348;
2025-09-01;4.766367;23.144937;1932-04-28;24079561849;ffernandes@gmail.com;AB+;492;
2019-01-15;41.271755;131.828882;1926-11-21;RGHMRN72T45E235J;sorrentinovalerio@hotmail.com;A+;473;
2025-02-16;-38.8005055;-178.067063;1929-08-30;69487013296;renannovaes@yahoo.com.br;B+;274;
2024-07-23;63.664847;-28.597251;;558-59-5576;katoyoko@hotmail.com;A-;301;
2021-03-12;-45.9659485;166.588905;1987-10-15;578-15-6767;tray@hotmail.com;A+;130;
2024-11-16;53.9330655;80.462571;;617-03-2952;uhernandez@gmail.com;O+;364;
2020-02-12;7.0872065;-106.892615;;506-97-9308;saitoyosuke@yahoo.com;B-;281;
2022-04-16;31.274466;69.234451;1915-10-09;VTTLVI60L14G997Y;ksauli@outlook.com;B+;478;
2019-04-26;75.754686;-28.598117;;54218960305;agathalima@uol.com.br;AB+;298;
2019-06-10;;;;068-19-1643;brandonscott@gmail.com;AB+;42;
2023-09-11;-19.2490585;4.324678;;520-99-3990;lmckee@gmail.com;O-;226;
2020-07-10;-85.070891;94.835253;;795-72-4871;satotomoya@yahoo.com;AB+;170;
2025-09-20;-36.594387;-98.706982;2023-08-03;RGGLLR15C21L460W;zaira83@poste.it;B-;461;
2020-02-20;-37.1577;-85.840008;1960-07-29;RMLNTT88D05D592R;fabrizia31@libero.it;A+;267;
2025-07-04;70.804305;-106.334861;;680-86-5769;zoe40@hotmail.com;O+;280;
2022-06-01;-35.476442;37.36016;1964-08-15;RTCTLC13P54G671B;gianna22@libero.it;A-;663;
2024-03-09;74.44081;-137.464339;2022-07-19;017-99-2348;kondorei@yahoo.com;AB+;515;
2022-10-13;-13.181949;-70.307753;;SDDCRL06M06H270Z;toninellimichela@live.com;A-;30;
2018-11-20;14.8181445;-159.310591;1945-05-29;874-19-7134;thashimoto@hotmail.com;A-;256;
2020-11-18;;;;827-20-7622;shoheimiura@yahoo.com;O-;234;
2022-01-29;81.73551;44.869347;;411-62-1544;yuisato@hotmail.com;AB+;469;
2023-05-07;28.7461975;50.430817;;SCRPPZ24H54H646Q;ciro11@tin.it;A-;29;
2021-08-06;55.857867;19.522976;1988-10-21;777-33-9257;david85@hotmail.com;A-;256;
2023-07-18;31.7220715;14.450669;1990-06-17;219-73-0116;masseytimothy@hotmail.com;O+;382;
2022-04-19;86.370569;-41.602654;1969-11-24;83142796096;bcassiano@bol.com.br;AB-;730;
2025-08-24;-55.361538;53.687792;2018-10-30;30489216722;azevedocaroline@ig.com.br;B+;306;
2022-01-06;;;;821-72-1109;stevenhopkins@yahoo.com;B-;441;
2020-01-28;23.957503;174.989788;1942-02-10;159-70-6498;janusz07@yahoo.de;A+;357;
2024-10-17;44.0510905;150.006235;;622-69-7851;kaorikimura@yahoo.com;A-;274;
2022-09-20;-9.3073275;9.429117;1948-02-11;PNEVNN84T50I578N;marisacomisso@yahoo.com;A+;184;
2018-11-20;-35.133618;109.806659;1917-02-15;855-50-0177;jgude@web.de;O-;95;
2019-08-15;67.2757;-42.368592;;642-15-9499;winklerguelten@aol.de;AB+;467;
2022-11-24;23.487723;-34.82677;;VCLGRL49B27M070V;carmelomalipiero@libero.it;O-;149;
2025-04-15;;;1992-03-04;721-84-5146;collinssean@gmail.com;AB+;26;
2024-06-18;-42.461691;21.030709;2013-01-08;525-53-0842;fischerlioba@gmx.de;O-;557;
2024-10-11;-77.039945;-90.705185;1997-08-27;510-05-9807;schachtsarah@gmail.com;O+;425;
2024-10-17;-23.8746495;101.867855;1993-08-04;838-84-2990;mosemannclarissa@gmx.de;O-;542;
2024-03-07;-72.9932095;-11.842652;1914-09-19;39816274078;isaquesa@yahoo.com.br;AB+;275;
2022-02-21;72.7142765;109.81184;;547-32-0003;fkobayashi@gmail.com;AB+;441;
2025-01-28;3.5188625;13.808368;1997-10-14;02397486547;cruzalexia@gmail.com;A+;340;
2024-10-23;-27.7483445;50.451845;1953-07-20;299-51-5363;yilmazloechel@gmx.de;A-;629;
2024-12-02;1.1437785;-113.430391;;NCLNGL73L63M330V;barillarodurante@yahoo.com;AB-;513;
2021-06-22;37.9375825;138.114191;;09184375205;castrogiovanna@ig.com.br;AB+;166;
2020-11-07;51.4362905;-143.008591;;58401326753;andre44@uol.com.br;B+;46;
2024-12-11;;;1975-03-23;12453680790;mramos@bol.com.br;A+;698;
2023-12-06;-50.7741385;65.747056;1996-05-27;04861259398;conceicao@hotmail.com;B-;571;
2022-07-29;-46.8185875;14.61807;1979-02-25;596-15-9371;hiroshi33@hotmail.com;B+;206;
2020-06-25;-16.0054285;-26.438518;1934-10-16;799-83-8037;smithjames@yahoo.com;A-;654;
2018-10-13;-36.115754;-122.014138;1959-01-12;027-74-3481;annedorepaffrath@web.de;AB-;120;
2024-04-18;18.2901295;-158.654572;;565-73-7578;reinhard40@hotmail.de;AB-;683;
2020-10-04;-57.109783;0.712777;1939-04-05;189-23-0535;andrewlee@gmail.com;B+;700;
2023-08-02;;;1978-02-17;326-50-4080;uacosta@yahoo.com;O-;310;
2021-04-27;-49.3096295;88.691486;;826-31-7011;plathalwina@gmx.de;B-;449;
2021-01-03;42.437594;32.892407;2021-09-16;822-29-3319;dabe@yahoo.com;AB-;288;
2019-03-10;55.960329;-49.50825;1931-05-26;RTSNTT68E07H538U;guglielmo85@libero.it;O-;609;
2022-06-23;-22.405263;-9.102666;2021-12-31;048-74-6876;bkostolzin@web.de;O+;673;
2025-07-22;-34.9253415;-172.535115;;005-25-2757;yruiz@hotmail.com;B+;358;
2022-01-07;-73.815882;14.277027;;STRGSP01P27G786M;omarinetti@tiscali.it;A-;285;
2025-05-17;55.7364565;150.161907;2012-10-17;21709458305;fernanda74@gmail.com;O-;287;
2019-05-05;32.315797;92.736704;1930-03-06;585-80-6062;tracyhenderson@gmail.com;A+;554;
2025-07-25;14.4804015;-101.807728;2024-07-06;261-14-1296;hasegawaakemi@yahoo.com;O+;377;
2023-01-13;-68.2332395;111.069157;;97341280514;miguel@yahoo.com.br;AB-;692;
2019-02-08;57.190877;-49.461642;1979-03-15;VDNBRR21P61H159D;goldsteinfiorino@gmail.com;AB+;523;
2023-05-28;47.39112;-131.436247;1919-11-22;CMNPTZ02C26G955F;giuliana25@tiscali.it;AB+;411;
2024-01-05;58.0966055;149.660437;1964-03-21;TRBGCH94P43I375T;ritagrasso@live.com;O+;449;
2019-06-18;-23.31219;-122.312522;1966-08-06;DPRMCA32P43A192G;ycuomo@fastwebnet.it;A-;633;
2024-04-13;38.386663;131.986764;;15628309451;motamaysa@yahoo.com.br;O-;325;
2018-10-04;-35.1031035;-80.069441;;532-78-7705;bernwardschmidt@aol.de;O-;566;
2018-12-04;-6.9204495;-62.385405;1941-08-17;519-45-3215;hideki32@gmail.com;B+;712;
2024-07-06;60.718014;-120.811233;;NTLRLD96A44F294G;giovannipergolesi@hotmail.it;O-;406;
2020-09-21;78.178873;4.381163;1917-01-04;MRCTNI90H17H214J;nannicarfagna@libero.it;AB-;215;
2020-11-28;-82.877865;-61.02708;2008-02-10;369-97-1960;bnishimura@hotmail.com;O+;707;
2023-05-20;49.8695815;75.549908;;BGTPLM29T31G339P;grecazamorani@live.com;B-;500;
2024-08-25;-78.488372;64.679556;1960-06-21;697-58-4647;juliana84@gmail.com;A+;569;
2024-11-08;-18.788132;134.484862;;982-99-2835;thoralf80@yahoo.de;O+;143;
2023-04-20;10.022679;-60.692647;2019-03-06;363-43-1588;eddie79@hotmail.com;A-;670;
2020-06-19;51.9373445;127.904629;;TMSTRT78H63L804W;rosalia78@libero.it;B+;476;
2022-05-14;-72.7394565;151.841875;1946-09-05;SDDLRN50S09D755I;renaultjolanda@tim.it;B-;627;
2020-09-06;70.5974745;-78.814958;;SBRVNN06L17B209B;maria82@live.com;O+;90;
2020-09-19;27.433418;134.080822;;115-72-3599;umaeda@gmail.com;A+;361;
2019-05-28;67.9971085;176.076141;1919-02-05;328-09-8030;rsuzuki@hotmail.com;A+;722;
2025-05-31;-60.53714;-116.193509;1950-01-25;392-75-9152;josefinehaering@yahoo.de;O-;419;
2024-11-15;77.310291;-0.986807;1931-08-27;SRCRML22L46L240B;dpedrazzini@gmail.com;AB-;464;
2020-07-14;18.0323245;-84.931913;;31297506812;enrico21@bol.com.br;B-;107;
2019-11-11;-19.850976;-38.869701;;694-27-1506;yamazakinaoko@yahoo.com;AB+;75;
2021-04-15;9.699286;152.19826;1980-04-28;616-00-6797;leilaholzapfel@gmx.de;A-;130;
2024-03-04;71.120262;15.281888;1954-10-07;823-90-1719;yamamotoakira@hotmail.com;B-;323;
2020-12-17;78.6996115;81.128442;1998-11-19;685-65-5484;christopher20@gmail.com;AB-;195;
2022-11-09;17.4769475;0.612462;;PDRMLN94S01E553F;giadabandello@libero.it;O+;450;
2024-02-27;9.62016;-163.360095;;462-47-2883;kaorikato@gmail.com;B+;645;
2022-02-24;41.4696455;124.465731;1988-04-19;802-90-7022;jordansavannah@yahoo.com;AB+;133;
2019-09-04;10.8725155;-89.094034;1978-10-03;BFFFST91B44A694S;jmocenigo@hotmail.com;AB-;589;
2024-08-02;87.113312;-38.768607;1948-09-23;041-32-1688;moriyui@gmail.com;AB-;353;
2024-07-30;-12.155565;78.256913;1935-09-27;844-73-6660;jacob91@hotmail.com;O+;602;
2025-07-04;15.353755;-157.140068;;283-15-2792;kana49@yahoo.com;B-;268;
2018-11-19;39.482873;-72.875544;1921-07-31;54297163837;nsouza@hotmail.com;AB+;286;
2025-04-20;26.99026;-1.28755;1959-03-15;STRFRC31A46D187G;enziogradenigo@live.com;B-;391;
2023-05-10;41.351824;-161.589365;;TCCPTR11H63F508F;nicolatarantini@libero.it;A+;524;
2024-10-08;-46.650231;79.219555;;JCZPLM51L21H269G;pasquale70@tin.it;B-;357;
